Game_ID,Team,Season,Date,Game,Pts_For_Avg,Pts_Agst_Avg,Rebs_Tot_Avg,Rebs_Off_Avg,Rebs_Def_Avg,Blks_Avg,STL_Avg,FGA_Avg,FGM_Avg,FG_PCT_Avg,FTA_Avg,FTM_Avg,FT_PCT_Avg,FG3M_Avg,FG3_PCT_Avg,PF_Avg
0021300181,San Antonio,2013,2013-11-22,12,99.1,89.6,43.4,8.4,35.0,4.4,7.6,83.0,39.5,47.7%,16.9,12.5,72.4%,7.5,37.1%,17.7
0021300194,San Antonio,2013,2013-11-23,13,99.3,89.3,43.2,8.6,34.6,4.3,7.7,82.7,39.8,48.2%,16.8,12.4,72.1%,7.4,37.4%,17.8
0021300208,San Antonio,2013,2013-11-25,14,101.4,89.8,42.7,8.4,34.3,4.3,7.8,82.5,40.2,48.9%,17.3,12.8,72.6%,8.1,39.7%,17.7
0021300224,San Antonio,2013,2013-11-27,15,102.1,90.1,42.9,8.3,34.6,4.5,8.1,82.4,40.5,49.3%,17.4,12.9,72.7%,8.2,39.7%,17.7
0021300229,San Antonio,2013,2013-11-29,16,101.2,90.3,43.0,8.5,34.5,4.4,8.3,83.0,40.2,48.6%,17.2,12.7,72.1%,8.1,38.8%,17.6
0021300245,San Antonio,2013,2013-11-30,17,101.7,90.4,43.0,8.4,34.6,4.4,8.4,82.6,40.3,49.0%,17.2,12.9,73.8%,8.1,39.3%,17.3
0021300258,San Antonio,2013,2013-12-02,18,101.9,91.6,42.4,8.2,34.2,4.6,8.4,83.1,40.5,49.0%,16.9,12.7,73.6%,8.2,39.0%,17.4
0021300296,San Antonio,2013,2013-12-07,19,101.9,92.1,42.7,8.2,34.5,4.8,8.2,82.8,40.6,49.3%,16.9,12.7,73.4%,8.1,38.7%,16.9
0021300312,San Antonio,2013,2013-12-10,20,101.8,93.1,42.3,8.3,33.9,4.6,8.1,83.2,40.6,49.0%,16.4,12.3,73.9%,8.3,39.3%,17.2
0021300321,San Antonio,2013,2013-12-11,21,102.6,93.6,42.0,8.3,33.7,4.6,8.1,83.2,40.9,49.3%,16.4,12.3,74.3%,8.6,40.2%,17.2
0021300338,San Antonio,2013,2013-12-13,22,102.9,92.8,42.4,8.7,33.7,4.4,8.1,83.4,41.1,49.5%,16.4,12.3,74.4%,8.3,39.4%,17.4
0021300349,San Antonio,2013,2013-12-14,23,103.5,93.6,42.4,8.6,33.8,4.5,8.1,83.5,41.4,49.7%,16.2,12.3,74.9%,8.4,39.7%,17.4
0021300363,San Antonio,2013,2013-12-16,24,103.3,93.2,43.0,8.7,34.2,4.4,8.0,83.7,41.4,49.6%,16.0,12.2,75.2%,8.4,39.7%,17.3
0021300378,San Antonio,2013,2013-12-18,25,102.9,94.1,42.7,8.8,33.9,4.3,8.0,83.4,41.2,49.6%,16.3,12.2,74.5%,8.3,39.4%,17.7
0021300382,San Antonio,2013,2013-12-19,26,103.1,94.4,42.8,9.0,33.8,4.3,8.1,83.6,41.2,49.5%,16.6,12.4,74.7%,8.2,39.4%,17.7
0021300399,San Antonio,2013,2013-12-21,27,103.1,94.7,42.7,9.0,33.7,4.2,8.2,83.8,41.2,49.3%,16.7,12.5,74.4%,8.3,39.4%,17.4
0021300414,San Antonio,2013,2013-12-23,28,103.0,95.3,42.4,8.9,33.6,4.2,8.1,83.7,40.9,49.0%,17.0,12.8,74.7%,8.4,39.7%,17.4
0021300421,San Antonio,2013,2013-12-25,29,103.3,95.5,42.7,9.1,33.6,4.3,8.1,84.0,40.9,48.9%,17.4,13.1,74.8%,8.4,39.7%,17.6
0021300425,San Antonio,2013,2013-12-26,30,103.1,96.0,42.8,9.3,33.5,4.5,8.0,84.2,40.8,48.6%,17.6,13.3,75.0%,8.3,39.2%,17.4
0021300451,San Antonio,2013,2013-12-29,31,103.6,96.4,42.9,9.3,33.7,4.5,8.0,83.9,40.7,48.6%,18.4,14.0,75.3%,8.2,39.4%,17.7
0021300465,San Antonio,2013,2013-12-31,32,103.8,96.6,43.0,9.3,33.7,4.5,7.9,84.2,40.8,48.6%,18.4,14.1,75.6%,8.2,39.2%,17.7
0021300477,San Antonio,2013,2014-01-02,33,104.1,96.5,43.1,9.4,33.7,4.6,7.9,84.0,40.8,48.7%,18.7,14.4,75.9%,8.3,39.3%,17.7
0021300494,San Antonio,2013,2014-01-04,34,104.0,96.7,42.8,9.4,33.4,4.5,7.8,83.8,40.6,48.6%,18.7,14.3,75.7%,8.4,39.5%,17.6
0021300514,San Antonio,2013,2014-01-07,35,104.4,96.6,42.8,9.5,33.3,4.5,7.8,84.0,40.9,48.9%,18.6,14.3,75.7%,8.3,39.0%,17.7
0021300520,San Antonio,2013,2014-01-08,36,104.5,96.9,42.8,9.5,33.4,4.5,7.8,84.0,41.0,48.9%,18.8,14.3,75.5%,8.3,38.7%,17.6
0021300554,San Antonio,2013,2014-01-12,37,104.8,96.7,43.2,9.5,33.6,4.5,7.8,83.8,40.9,49.0%,19.0,14.6,75.8%,8.3,38.9%,17.4
0021300559,San Antonio,2013,2014-01-13,38,104.7,96.4,43.2,9.5,33.8,4.6,7.7,83.5,41.0,49.2%,18.9,14.5,75.9%,8.3,39.7%,17.5
0021300573,San Antonio,2013,2014-01-15,39,104.6,96.4,43.2,9.3,33.9,4.7,7.7,83.1,40.8,49.3%,19.2,14.8,76.1%,8.2,39.7%,17.5
0021300589,San Antonio,2013,2014-01-17,40,104.7,96.6,42.9,9.1,33.8,4.7,7.6,83.0,40.9,49.4%,19.2,14.8,76.4%,8.2,39.8%,17.5
0021300604,San Antonio,2013,2014-01-19,41,104.6,96.9,42.9,9.1,33.8,4.7,7.6,83.0,40.8,49.3%,19.2,14.9,76.5%,8.2,39.8%,17.5
0021300630,San Antonio,2013,2014-01-22,42,104.8,96.6,43.2,9.0,34.2,4.8,7.6,82.8,40.9,49.5%,19.2,14.8,76.2%,8.2,40.4%,17.5
0021300635,San Antonio,2013,2014-01-24,43,104.8,96.9,42.9,9.0,33.9,4.7,7.6,82.6,40.8,49.6%,19.3,14.8,76.0%,8.3,40.5%,17.5
0021300654,San Antonio,2013,2014-01-26,44,104.8,96.5,43.1,9.1,34.0,4.8,7.6,82.7,40.8,49.6%,19.2,14.7,75.8%,8.3,41.0%,17.5
0021300671,San Antonio,2013,2014-01-28,45,104.7,96.9,42.8,9.1,33.7,4.8,7.6,82.5,40.8,49.6%,19.3,14.8,76.0%,8.3,40.7%,17.5
0021300683,San Antonio,2013,2014-01-29,46,104.4,96.9,42.7,9.2,33.6,4.8,7.6,82.5,40.6,49.4%,19.4,14.8,75.8%,8.2,40.3%,17.8
0021300704,San Antonio,2013,2014-02-01,47,104.0,96.8,42.5,9.1,33.4,4.8,7.5,82.3,40.5,49.4%,19.3,14.8,76.2%,8.2,40.3%,17.9
0021300715,San Antonio,2013,2014-02-03,48,103.8,96.8,42.4,9.0,33.4,4.8,7.4,82.1,40.4,49.3%,19.4,14.9,76.0%,8.1,40.0%,18.0
0021300727,San Antonio,2013,2014-02-05,49,103.7,96.7,42.3,9.0,33.3,5.0,7.5,82.1,40.3,49.3%,19.5,15.0,76.1%,8.1,39.8%,17.9
0021300737,San Antonio,2013,2014-02-06,50,104.2,97.2,42.5,9.0,33.5,5.0,7.5,82.4,40.5,49.3%,19.7,15.1,76.2%,8.1,39.6%,18.1
0021300749,San Antonio,2013,2014-02-08,51,103.9,97.3,42.4,9.0,33.4,5.1,7.5,82.2,40.3,49.1%,19.8,15.3,76.3%,8.1,39.5%,18.0
0021300766,San Antonio,2013,2014-02-10,52,103.9,97.3,42.4,8.9,33.5,5.1,7.5,82.1,40.2,49.1%,20.0,15.5,76.5%,8.1,39.5%,17.9
0021300780,San Antonio,2013,2014-02-12,53,103.8,97.6,42.3,8.9,33.4,5.1,7.4,82.1,40.2,49.1%,19.8,15.3,76.6%,8.0,39.3%,17.9
0021300800,San Antonio,2013,2014-02-18,54,103.8,97.5,42.3,8.9,33.4,5.0,7.4,82.1,40.2,49.1%,19.7,15.3,76.9%,8.0,39.4%,18.0
0021300809,San Antonio,2013,2014-02-19,55,104.0,97.6,42.4,8.9,33.5,5.0,7.4,82.2,40.3,49.2%,19.7,15.3,76.9%,8.0,39.5%,18.1
0021300822,San Antonio,2013,2014-02-21,56,104.1,97.8,42.3,8.9,33.4,5.0,7.4,82.3,40.4,49.1%,19.8,15.3,76.9%,8.1,39.5%,18.2
0021300859,San Antonio,2013,2014-02-26,57,103.8,97.9,42.4,9.0,33.4,4.9,7.4,82.3,40.2,48.9%,19.9,15.5,77.2%,7.9,38.9%,18.2
0021300871,San Antonio,2013,2014-02-28,58,104.0,98.1,42.3,9.0,33.3,4.9,7.4,82.3,40.2,49.0%,20.0,15.6,77.4%,8.0,39.1%,18.1
0021300888,San Antonio,2013,2014-03-02,59,103.8,97.8,42.4,8.9,33.4,5.0,7.3,82.2,40.1,48.9%,19.9,15.6,77.8%,8.0,39.2%,18.1
0021300898,San Antonio,2013,2014-03-04,60,104.0,98.0,42.4,9.0,33.4,5.0,7.3,82.2,40.1,48.9%,20.0,15.7,78.0%,8.0,39.2%,18.0
0021300914,San Antonio,2013,2014-03-06,61,104.3,98.0,42.4,9.0,33.5,5.1,7.4,82.3,40.2,48.9%,20.1,15.9,78.2%,8.1,39.2%,18.0
0021300932,San Antonio,2013,2014-03-08,62,104.4,97.9,42.5,8.9,33.5,5.1,7.4,82.3,40.1,48.9%,20.2,16.0,78.3%,8.1,39.2%,18.0
0021300952,San Antonio,2013,2014-03-11,63,104.6,98.1,42.5,8.9,33.6,5.1,7.4,82.3,40.2,49.0%,20.4,16.1,78.2%,8.1,39.3%,17.9
0021300965,San Antonio,2013,2014-03-12,64,104.6,98.0,42.4,8.9,33.6,5.1,7.3,82.2,40.2,49.0%,20.3,16.0,78.3%,8.2,39.6%,18.1
0021300978,San Antonio,2013,2014-03-14,65,104.6,97.9,42.6,9.0,33.7,5.0,7.4,82.3,40.2,48.9%,20.4,16.0,78.2%,8.3,39.7%,18.1
0021300993,San Antonio,2013,2014-03-16,66,104.8,97.7,42.9,9.1,33.8,5.1,7.4,82.5,40.3,48.9%,20.3,16.0,78.2%,8.3,39.8%,18.1
0021301017,San Antonio,2013,2014-03-19,67,105.1,97.8,42.9,9.0,33.9,5.1,7.3,82.5,40.4,49.1%,20.2,15.9,78.1%,8.3,40.2%,18.1
0021301030,San Antonio,2013,2014-03-21,68,105.4,98.0,43.0,9.0,34.0,5.1,7.4,82.7,40.6,49.2%,20.2,15.9,78.1%,8.4,40.2%,18.2
0021301038,San Antonio,2013,2014-03-22,69,105.3,97.7,43.2,9.1,34.1,5.1,7.4,82.8,40.5,49.0%,20.3,16.0,78.2%,8.4,39.9%,18.2
0021301054,San Antonio,2013,2014-03-24,70,105.2,97.6,43.1,9.1,34.0,5.1,7.4,82.9,40.4,48.9%,20.3,16.0,78.2%,8.4,39.9%,18.2
0021301068,San Antonio,2013,2014-03-26,71,105.3,97.5,43.2,9.0,34.1,5.1,7.4,82.8,40.5,49.0%,20.3,16.0,78.1%,8.4,40.0%,18.1
0021301084,San Antonio,2013,2014-03-28,72,105.4,97.6,43.2,9.1,34.1,5.1,7.5,82.9,40.5,49.0%,20.3,15.9,78.0%,8.4,40.0%,18.1
0021301092,San Antonio,2013,2014-03-29,73,105.7,97.6,43.3,9.1,34.2,5.2,7.4,83.1,40.7,49.1%,20.2,15.8,77.9%,8.5,40.2%,18.2
0021301102,San Antonio,2013,2014-03-31,74,105.6,97.4,43.3,9.1,34.2,5.3,7.4,83.1,40.6,49.0%,20.2,15.8,77.7%,8.5,40.2%,18.2
0021301123,San Antonio,2013,2014-04-02,75,105.6,97.1,43.3,9.2,34.1,5.3,7.5,83.0,40.6,49.0%,20.3,15.9,77.8%,8.5,40.3%,18.2
0021301127,San Antonio,2013,2014-04-03,76,105.6,97.0,43.3,9.2,34.1,5.2,7.5,83.0,40.6,49.1%,20.3,15.9,77.9%,8.4,40.0%,18.1
0021301154,San Antonio,2013,2014-04-06,77,105.5,97.1,43.3,9.2,34.1,5.2,7.4,83.1,40.6,49.0%,20.2,15.8,77.9%,8.4,40.1%,18.1
0021300275,San Antonio,2013,2014-04-08,78,105.6,97.1,43.2,9.2,34.1,5.2,7.4,83.0,40.6,49.1%,20.1,15.8,78.1%,8.5,40.1%,18.1
0021301174,San Antonio,2013,2014-04-10,79,105.4,97.2,43.2,9.2,33.9,5.2,7.4,83.0,40.6,49.0%,20.2,15.8,77.9%,8.4,39.9%,18.2
0021301186,San Antonio,2013,2014-04-11,80,105.4,97.3,43.2,9.3,33.9,5.2,7.4,83.0,40.5,48.9%,20.2,15.8,77.9%,8.5,40.0%,18.2
0021301209,San Antonio,2013,2014-04-14,81,105.5,97.4,43.2,9.3,33.9,5.2,7.5,83.2,40.6,48.9%,20.2,15.8,77.9%,8.6,40.0%,18.2
0021301221,San Antonio,2013,2014-04-16,82,105.4,97.4,43.2,9.3,33.9,5.1,7.4,83.3,40.6,48.8%,20.1,15.8,78.0%,8.5,39.8%,18.2
0021400002,San Antonio,2014,2014-10-28,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,0.0,0.0%,0.0,0.0%,0.0
0021400024,San Antonio,2014,2014-10-31,2,101.0,100.0,38.0,9.0,29.0,3.0,5.0,70.0,37.0,52.9%,16.0,13.0,81.3%,14.0,50.0%,20.0
0021400064,San Antonio,2014,2014-11-05,3,95.0,97.0,41.5,7.0,34.5,3.0,4.0,74.0,34.5,47.0%,19.5,15.0,77.6%,11.0,41.0%,22.5
0021400069,San Antonio,2014,2014-11-06,4,94.7,95.3,44.3,8.3,36.0,5.0,5.0,72.3,33.3,46.3%,25.7,19.0,75.4%,9.0,37.1%,20.0
0021400089,San Antonio,2014,2014-11-08,5,91.3,96.0,43.5,9.3,34.3,4.0,6.8,76.8,32.8,43.3%,24.0,18.5,79.0%,7.3,30.4%,21.0
0021400102,San Antonio,2014,2014-11-10,6,92.8,96.8,44.6,10.8,33.8,4.6,6.2,77.4,33.4,43.6%,25.0,19.2,78.3%,6.8,29.8%,20.2
0021400108,San Antonio,2014,2014-11-11,7,92.2,94.8,43.7,10.7,33.0,4.5,7.0,78.3,33.3,43.0%,25.3,19.5,78.3%,6.0,26.6%,19.7
0021400131,San Antonio,2014,2014-11-14,8,95.1,95.6,42.6,10.3,32.3,4.0,7.3,80.4,35.1,43.9%,23.9,18.3,77.5%,6.6,28.5%,19.6
0021400139,San Antonio,2014,2014-11-15,9,94.9,93.6,42.8,9.9,32.9,3.8,7.5,80.4,34.9,43.6%,23.4,18.1,78.5%,7.0,30.4%,20.0
0021400152,San Antonio,2014,2014-11-17,10,94.4,93.7,42.2,9.6,32.7,4.2,7.3,80.3,34.8,43.5%,22.8,17.9,79.6%,7.0,30.3%,20.6
0021400159,San Antonio,2014,2014-11-19,11,95.0,91.8,43.2,9.2,34.0,4.6,7.5,80.4,34.9,43.6%,22.6,17.9,80.2%,7.3,31.1%,20.2
0021400177,San Antonio,2014,2014-11-21,12,94.7,91.6,43.1,9.3,33.8,4.5,7.8,79.8,34.9,43.9%,22.8,17.8,79.1%,7.1,31.1%,20.2
0021400191,San Antonio,2014,2014-11-22,13,96.9,91.7,43.9,9.7,34.3,5.1,7.7,80.2,35.8,44.8%,22.4,17.7,79.9%,7.6,33.7%,20.3
0021400220,San Antonio,2014,2014-11-26,14,97.1,91.3,44.2,9.4,34.8,5.4,7.6,80.1,36.2,45.4%,21.5,17.0,80.1%,7.6,34.0%,19.5
0021400231,San Antonio,2014,2014-11-28,15,97.7,91.9,44.3,9.3,35.0,5.4,7.6,79.6,36.6,46.1%,22.1,17.1,79.0%,7.4,34.0%,19.5
0021400241,San Antonio,2014,2014-11-30,16,98.7,92.7,43.5,8.9,34.6,5.6,7.7,79.8,36.9,46.4%,21.9,17.1,79.1%,7.7,35.0%,19.5
0021400249,San Antonio,2014,2014-12-01,17,99.4,92.5,43.6,9.0,34.6,5.6,7.8,80.1,37.2,46.5%,21.8,17.1,79.8%,7.9,35.5%,18.9
0021400266,San Antonio,2014,2014-12-03,18,100.0,93.1,44.1,9.1,35.0,5.4,7.6,80.3,37.1,46.3%,22.6,17.8,79.8%,8.0,35.4%,19.0
0021400282,San Antonio,2014,2014-12-05,19,99.6,93.2,44.9,9.6,35.3,5.4,7.5,81.4,37.1,45.8%,22.0,17.3,79.5%,8.2,35.6%,19.0
0021400291,San Antonio,2014,2014-12-06,20,100.0,93.6,44.8,9.7,35.1,5.6,7.4,81.6,37.2,45.8%,21.7,17.1,79.6%,8.5,36.6%,19.2
0021400314,San Antonio,2014,2014-12-09,21,101.2,94.0,44.8,9.7,35.1,5.6,7.3,81.6,37.7,46.4%,21.9,17.3,80.0%,8.5,36.7%,19.4
0021400322,San Antonio,2014,2014-12-10,22,100.9,94.3,44.4,9.7,34.7,5.7,7.5,81.7,37.8,46.4%,21.9,17.1,79.1%,8.2,35.9%,19.5
0021400339,San Antonio,2014,2014-12-12,23,101.3,94.3,44.0,9.6,34.3,5.6,7.6,81.3,37.7,46.6%,22.3,17.5,79.3%,8.3,36.7%,19.3
0021400354,San Antonio,2014,2014-12-14,24,101.7,95.1,44.1,9.7,34.3,5.6,7.7,81.7,37.9,46.6%,22.2,17.3,78.8%,8.5,36.8%,19.2
0021400361,San Antonio,2014,2014-12-15,25,101.5,94.9,44.0,9.8,34.3,5.8,7.8,81.4,37.8,46.6%,22.8,17.7,78.6%,8.3,36.6%,19.2
0021400375,San Antonio,2014,2014-12-17,26,101.3,95.4,44.0,9.8,34.2,5.8,7.6,81.2,37.8,46.7%,22.7,17.6,78.2%,8.2,36.6%,19.3
0021400390,San Antonio,2014,2014-12-19,27,101.8,96.3,44.6,10.1,34.5,6.0,7.6,82.2,38.0,46.5%,22.9,17.4,77.0%,8.5,37.0%,19.2
0021400397,San Antonio,2014,2014-12-20,28,102.5,97.5,45.1,10.4,34.8,5.9,7.6,83.1,38.2,46.3%,23.0,17.6,77.2%,8.5,37.1%,19.3
0021400414,San Antonio,2014,2014-12-22,29,102.1,97.5,45.3,10.4,34.8,5.8,7.5,82.9,38.0,46.1%,23.1,17.9,78.0%,8.3,36.6%,19.3
0021400428,San Antonio,2014,2014-12-25,30,102.9,98.2,44.8,10.1,34.7,5.6,7.5,82.7,38.4,46.7%,23.1,17.7,77.5%,8.4,37.3%,19.3
0021400437,San Antonio,2014,2014-12-26,31,103.0,98.8,44.6,10.1,34.5,5.6,7.5,82.7,38.5,46.9%,23.0,17.6,77.3%,8.4,37.1%,19.5
0021400454,San Antonio,2014,2014-12-28,32,102.6,98.7,44.4,9.8,34.6,5.5,7.3,82.4,38.5,47.0%,22.7,17.4,77.1%,8.3,37.3%,19.4
0021400468,San Antonio,2014,2014-12-30,33,102.8,98.9,44.2,9.9,34.3,5.6,7.5,82.4,38.5,47.0%,22.8,17.5,77.4%,8.4,37.3%,19.7
0021400481,San Antonio,2014,2014-12-31,34,102.4,98.8,44.0,9.9,34.1,5.5,7.5,82.3,38.4,46.9%,22.6,17.3,77.2%,8.3,36.8%,19.6
0021400499,San Antonio,2014,2015-01-03,35,102.1,98.6,44.1,9.8,34.3,5.6,7.4,82.5,38.4,46.8%,22.4,17.1,76.7%,8.2,36.5%,19.6
0021400521,San Antonio,2014,2015-01-06,36,102.1,98.5,43.9,9.8,34.1,5.5,7.3,82.4,38.5,47.0%,22.3,17.0,76.3%,8.1,36.1%,19.5
0021400545,San Antonio,2014,2015-01-09,37,102.2,98.6,43.9,9.9,34.0,5.6,7.3,82.3,38.4,47.0%,22.6,17.1,76.0%,8.1,36.3%,19.6
0021400556,San Antonio,2014,2015-01-10,38,102.1,98.5,43.8,9.8,33.9,5.5,7.4,82.5,38.4,46.9%,22.5,17.0,75.9%,8.2,36.6%,19.6
0021400569,San Antonio,2014,2015-01-13,39,102.3,98.4,43.8,9.8,34.0,5.4,7.5,82.5,38.5,46.9%,22.4,17.0,76.2%,8.2,36.7%,19.6
0021400574,San Antonio,2014,2015-01-14,40,102.0,98.5,43.5,9.7,33.8,5.3,7.4,82.8,38.5,46.7%,22.2,16.8,75.9%,8.3,36.5%,19.5
0021400595,San Antonio,2014,2015-01-16,41,101.9,98.3,43.5,9.7,33.9,5.5,7.4,82.9,38.5,46.7%,22.1,16.8,76.0%,8.3,36.6%,19.7
0021400610,San Antonio,2014,2015-01-18,42,102.1,98.3,43.6,9.8,33.9,5.4,7.5,83.2,38.5,46.6%,22.0,16.7,76.3%,8.3,36.6%,19.6
0021400624,San Antonio,2014,2015-01-20,43,101.8,97.6,43.8,9.8,34.0,5.5,7.5,83.1,38.4,46.4%,22.0,16.8,76.5%,8.3,36.8%,19.5
0021400637,San Antonio,2014,2015-01-22,44,102.0,97.6,43.8,9.9,33.9,5.5,7.5,83.1,38.3,46.4%,22.1,16.9,76.6%,8.4,36.9%,19.7
0021400648,San Antonio,2014,2015-01-23,45,101.5,97.8,43.7,9.9,33.8,5.5,7.5,83.1,38.2,46.2%,22.0,16.9,76.8%,8.3,36.7%,19.8
0021400663,San Antonio,2014,2015-01-25,46,101.4,97.5,43.8,9.9,33.9,5.4,7.4,83.1,38.1,46.1%,22.2,16.9,76.7%,8.3,36.6%,19.7
0021400689,San Antonio,2014,2015-01-28,47,101.4,97.4,43.8,10.0,33.8,5.4,7.4,83.1,38.0,46.0%,22.3,17.1,76.9%,8.2,36.3%,19.6
0021400714,San Antonio,2014,2015-01-31,48,101.3,97.2,43.9,10.0,33.9,5.5,7.4,83.1,38.0,45.9%,22.2,17.1,77.0%,8.3,36.2%,19.5
0021400739,San Antonio,2014,2015-02-04,49,101.0,97.3,43.7,9.9,33.8,5.4,7.5,82.9,37.8,45.8%,22.4,17.1,76.9%,8.3,36.2%,19.5
0021400757,San Antonio,2014,2015-02-06,50,101.1,97.4,43.7,9.8,33.9,5.4,7.5,82.9,37.9,45.9%,22.2,16.9,76.5%,8.4,36.3%,19.3
0021400772,San Antonio,2014,2015-02-08,51,101.1,97.2,43.7,9.9,33.8,5.4,7.6,82.9,37.9,45.9%,21.9,16.7,76.5%,8.5,36.4%,19.3
0021400774,San Antonio,2014,2015-02-09,52,100.7,97.0,43.8,10.1,33.7,5.4,7.6,83.1,37.8,45.7%,21.8,16.7,76.6%,8.4,36.1%,19.3
0021400790,San Antonio,2014,2015-02-11,53,100.6,96.9,43.8,10.1,33.7,5.4,7.6,83.3,37.8,45.6%,21.7,16.6,76.8%,8.4,35.9%,19.1
0021400802,San Antonio,2014,2015-02-19,54,100.7,96.7,43.8,10.1,33.7,5.4,7.6,83.3,37.9,45.7%,21.5,16.5,77.1%,8.4,35.9%,19.1
0021400814,San Antonio,2014,2015-02-20,55,100.9,97.1,43.7,10.0,33.7,5.4,7.6,83.4,38.0,45.8%,21.5,16.6,77.2%,8.4,35.9%,19.3
0021400836,San Antonio,2014,2015-02-23,56,100.9,97.4,43.7,10.0,33.7,5.3,7.6,83.3,38.0,45.8%,21.5,16.5,77.1%,8.4,35.8%,19.3
0021400853,San Antonio,2014,2015-02-25,57,100.5,97.3,43.7,10.1,33.6,5.4,7.6,83.2,37.9,45.7%,21.5,16.4,76.8%,8.3,35.7%,19.4
0021400867,San Antonio,2014,2015-02-27,58,100.4,97.5,43.6,10.1,33.5,5.4,7.6,83.3,37.9,45.7%,21.4,16.4,77.1%,8.3,35.7%,19.3
0021400875,San Antonio,2014,2015-02-28,59,100.6,97.5,43.6,10.1,33.5,5.4,7.6,83.3,37.8,45.6%,21.6,16.6,77.3%,8.3,35.7%,19.2
0021400906,San Antonio,2014,2015-03-04,60,100.6,97.1,43.8,10.1,33.7,5.4,7.6,83.5,37.9,45.6%,21.5,16.6,77.5%,8.3,35.4%,19.3
0021400921,San Antonio,2014,2015-03-06,61,100.8,96.9,43.8,10.0,33.8,5.5,7.7,83.5,38.0,45.7%,21.4,16.5,77.4%,8.3,35.6%,19.4
0021400931,San Antonio,2014,2015-03-08,62,101.1,97.1,43.7,9.9,33.7,5.5,7.7,83.4,38.1,45.8%,21.6,16.6,77.4%,8.3,35.6%,19.4
0021400949,San Antonio,2014,2015-03-10,63,101.3,97.2,43.5,9.9,33.6,5.5,7.8,83.5,38.2,45.9%,21.6,16.7,77.4%,8.3,35.7%,19.4
0021400964,San Antonio,2014,2015-03-12,64,101.6,97.4,43.5,9.9,33.6,5.5,7.8,83.6,38.2,45.9%,21.7,16.8,77.5%,8.3,36.1%,19.4
0021400986,San Antonio,2014,2015-03-15,65,101.9,97.9,43.5,9.9,33.6,5.5,7.8,83.6,38.4,46.1%,21.8,16.8,77.4%,8.3,36.0%,19.5
0021401001,San Antonio,2014,2015-03-17,66,102.2,97.8,43.5,9.9,33.6,5.5,7.8,83.6,38.5,46.3%,21.7,16.8,77.5%,8.4,36.3%,19.5
0021401010,San Antonio,2014,2015-03-18,67,102.2,97.9,43.6,9.9,33.6,5.5,7.8,83.8,38.5,46.1%,21.8,16.9,77.6%,8.3,36.1%,19.5
0021401028,San Antonio,2014,2015-03-20,68,102.4,98.0,43.4,9.8,33.6,5.5,7.8,83.7,38.5,46.2%,22.1,17.1,77.6%,8.3,36.1%,19.5
0021401039,San Antonio,2014,2015-03-22,69,102.4,97.9,43.4,9.8,33.6,5.5,7.9,83.6,38.5,46.2%,22.1,17.1,77.8%,8.3,35.9%,19.4
0021401057,San Antonio,2014,2015-03-24,70,102.5,97.8,43.4,9.8,33.6,5.5,7.9,83.6,38.6,46.3%,22.0,17.1,77.9%,8.2,36.0%,19.3
0021401071,San Antonio,2014,2015-03-25,71,102.4,97.9,43.4,9.8,33.6,5.5,7.9,83.6,38.6,46.3%,22.0,17.1,77.9%,8.2,35.9%,19.3
0021401084,San Antonio,2014,2015-03-27,72,102.8,97.8,43.5,9.8,33.7,5.5,7.9,83.7,38.7,46.5%,21.9,17.0,77.9%,8.3,36.3%,19.2
0021401098,San Antonio,2014,2015-03-29,73,102.7,97.5,43.6,9.8,33.8,5.4,7.9,83.7,38.7,46.4%,21.8,16.9,77.9%,8.3,36.2%,19.2
0021401110,San Antonio,2014,2015-03-31,74,102.7,97.4,43.7,9.8,33.8,5.4,7.9,83.7,38.8,46.5%,21.8,16.9,78.0%,8.3,36.1%,19.2
0021401113,San Antonio,2014,2015-04-01,75,102.6,97.1,43.6,9.8,33.8,5.4,8.0,83.6,38.7,46.5%,21.7,16.9,78.0%,8.3,36.2%,19.1
0021401134,San Antonio,2014,2015-04-03,76,102.6,97.1,43.7,9.8,33.8,5.4,8.0,83.6,38.7,46.4%,21.7,16.9,78.1%,8.3,36.3%,19.0
0021401150,San Antonio,2014,2015-04-05,77,102.9,97.0,43.7,9.9,33.8,5.4,8.0,83.6,38.8,46.6%,21.7,16.9,78.2%,8.4,36.4%,19.0
0021401157,San Antonio,2014,2015-04-07,78,102.9,96.9,43.7,9.8,33.9,5.4,8.0,83.6,38.9,46.6%,21.6,16.8,78.3%,8.4,36.3%,18.9
0021401168,San Antonio,2014,2015-04-08,79,103.0,96.8,43.7,9.9,33.9,5.4,8.0,83.7,39.0,46.7%,21.5,16.7,78.1%,8.4,36.4%,18.9
0021401181,San Antonio,2014,2015-04-10,80,103.1,96.8,43.8,9.9,33.9,5.5,8.1,83.8,39.1,46.8%,21.3,16.6,78.1%,8.4,36.3%,18.8
0021401200,San Antonio,2014,2015-04-12,81,103.1,96.9,43.7,10.0,33.8,5.4,8.1,83.8,39.1,46.8%,21.3,16.6,78.1%,8.3,36.2%,19.0
0021401223,San Antonio,2014,2015-04-15,82,103.2,96.9,43.7,9.9,33.8,5.4,8.1,83.6,39.0,46.8%,21.5,16.8,78.2%,8.3,36.3%,19.1
